'IE5'	'IE4'	0.4997536242008209
'IE5'	'IE3'	0.4997694194316864
'IE1'	'IE2'	0.49964839220046997
'IE2'	'IE1'	0.4996381402015686
'IE1'	'IE5'	0.499835729598999
'IE1'	'IE4'	0.855754017829895
'IE1'	'IE3'	0.49973180890083313
'IE2'	'IE5'	0.4996316134929657
'IE2'	'IE4'	0.49968084692955017
'IE2'	'IE3'	0.4998973309993744
'IE3'	'IE4'	0.4996695816516876
'IE3'	'IE2'	0.4993920922279358
'IE3'	'IE1'	0.4995536208152771
'IE4'	'IE3'	0.4995957911014557
'IE4'	'IE2'	0.4996104836463928
'IE4'	'IE1'	0.8564472198486328
'IE3'	'IE5'	0.4995426833629608
'IE5'	'IE2'	0.4996681213378906
'IE5'	'IE1'	0.49946513772010803
'IE4'	'IE5'	0.499522864818573
